,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Jamestown,42.097,-79.2353,28.04,60,75,3.44,US,1647000822
271,Hermanus,-34.4187,19.2345,78.31,64,94,9.06,ZA,1647000823
272,Albany,42.6001,-73.9662,27.23,92,38,2.13,US,1647000823
273,Punta Arenas,-53.15,-70.9167,50.11,93,75,10.36,CL,1647000823
274,Mataura,-46.1927,168.8643,63.48,56,44,12.66,NZ,1647000823
275,Avarua,-21.2078,-159.775,75.25,94,97,3.44,CK,1647000824
276,Mar del Plata,-38.0023,-57.5575,62.62,87,40,10.0,AR,1647000824
277,Sechura,-5.5569,-80.8222,72.7,77,98,4.59,PE,1647000824
278,Hobart,-42.8794,147.3294,58.86,78,75,2.3,AU,1647000600
279,Puerto Ayora,-0.7393,-90.3518,73.54,96,81,0.96,EC,1647000820
280,Pandamatenga,-18.5278,25.627,82.35,47,49,6.98,BW,1647000825
281,Itacarambi,-15.1022,-44.0919,79.47,66,74,4.09,BR,1647000825
282,Cap Malheureux,-19.9842,57.6142,86.47,73,12,8.99,MU,1647000825
283,Rikitea,-23.1203,-134.9692,77.47,73,8,5.44,PF,1647000825
284,Busselton,-33.65,115.3333,73.02,54,38,0.6,AU,1647000826
285,New Norfolk,-42.7826,147.0587,58.5,63,72,1.88,AU,1647000739
286,Ushuaia,-54.8,-68.3,47.82,87,75,14.97,AR,1647000826
287,East London,-33.0153,27.9116,82.54,63,0,17.56,ZA,1647000827
288,Chui,-33.6971,-53.4616,66.31,50,20,11.21,UY,1647000827
289,Vaini,-21.2,-175.2,80.58,78,99,7.67,TO,1647000827
290,Atuona,-9.8,-139.0333,78.49,78,93,16.49,PF,1647000765
291,Lebu,-37.6167,-73.65,56.44,80,3,14.47,CL,1647000828
292,Luwuk,-0.9516,122.7875,80.38,87,82,1.77,ID,1647000828
293,Saint-Philippe,-21.3585,55.7679,85.59,82,36,12.12,RE,1647000828
294,Comodoro Rivadavia,-45.8667,-67.5,62.46,51,0,9.22,AR,1647000829
295,Río Gallegos,-51.6226,-69.2181,53.62,79,81,7.29,AR,1647000829
296,Bengkulu,-3.8004,102.2655,77.79,88,97,9.01,ID,1647000829
297,Saint-Joseph,-21.3667,55.6167,84.58,79,19,13.71,RE,1647000829
298,Alice Springs,-23.7,133.8833,71.15,30,0,6.91,AU,1647000575
299,Cape Town,-33.9258,18.4232,83.12,25,75,13.8,ZA,1647000830
300,Bluff,-46.6,168.3333,63.81,66,38,21.09,NZ,1647000830
301,Conde,-7.2597,-34.9075,83.66,70,75,12.66,BR,1647000830
302,Viedma,-40.8135,-62.9967,61.2,59,1,10.6,AR,1647000831
303,Tucuruí,-3.7661,-49.6725,76.19,89,99,2.86,BR,1647000831
304,Necochea,-38.5473,-58.7368,61.74,65,83,16.91,AR,1647000832
305,Castro,-24.7911,-50.0119,67.42,91,100,4.45,BR,1647000832
306,Katima Mulilo,-17.5,24.2667,85.37,44,38,6.78,NA,1647000608
307,Port Elizabeth,-33.918,25.5701,81.86,62,1,15.3,ZA,1647000833
308,Pemba,-12.974,40.5178,80.55,81,100,12.64,MZ,1647000833
309,Faanui,-16.4833,-151.75,81.32,71,27,12.46,PF,1647000833
310,Bredasdorp,-34.5322,20.0403,92.48,34,54,9.08,ZA,1647000833
311,Soe,-9.8607,124.284,67.91,94,97,3.38,ID,1647000833
312,Chapada dos Guimarães,-15.4606,-55.7497,73.06,86,62,2.84,BR,1647000834
313,Coquimbo,-29.9533,-71.3436,62.92,82,1,3.85,CL,1647000834
314,Lodja,-3.4833,23.4333,96.55,37,100,1.9,CD,1647000834
315,Cairns,-16.9167,145.7667,82.35,87,40,3.44,AU,1647000610
316,Kamina,-8.7386,24.9906,83.95,55,62,3.51,CD,1647000836
317,Imbituba,-28.24,-48.6703,80.82,88,94,2.95,BR,1647000837
318,Arraial do Cabo,-22.9661,-42.0278,84.06,61,0,20.71,BR,1647000837
319,Coyhaique,-45.5752,-72.0662,46.35,100,20,0.0,CL,1647000837
320,Sokoni,-6.4333,39.55,83.86,67,72,12.39,TZ,1647000837
321,Kununurra,-15.7667,128.7333,87.78,70,78,13.8,AU,1647000838
322,Carnarvon,-24.8667,113.6333,78.87,83,0,10.36,AU,1647000838
323,Esperance,-33.8667,121.9,70.57,62,57,18.79,AU,1647000838
324,Santiago,-33.4569,-70.6483,73.29,42,0,3.44,CL,1647000838
325,Saldanha,-33.0117,17.9442,79.52,52,100,0.69,ZA,1647000838
326,Vilhena,-12.7406,-60.1458,71.58,91,100,2.77,BR,1647000839
327,Inhambane,-23.865,35.3833,84.36,64,30,15.84,MZ,1647000839
328,Havelock,34.8791,-76.9013,48.18,95,67,1.01,US,1647000839
329,Mossamedes,-15.1961,12.1522,78.66,69,78,9.15,AO,1647000839
330,Pisco,-13.7,-76.2167,68.05,83,99,4.61,PE,1647000840
331,Mazabuka,-15.856,27.748,83.61,44,45,7.36,ZM,1647000840
332,George Town,5.4112,100.3354,85.95,79,20,2.3,MY,1647000840
333,Ahipara,-35.1667,173.1667,62.37,86,60,6.46,NZ,1647000841
334,Vao,-22.6667,167.4833,79.61,75,9,12.75,NC,1647000841
335,Menongue,-14.6585,17.691,77.99,66,44,4.14,AO,1647000841
336,Hualmay,-11.0964,-77.6139,70.97,85,89,5.82,PE,1647000841
337,Tuatapere,-46.1333,167.6833,59.72,73,81,9.95,NZ,1647000841
338,Acarí,-15.4311,-74.6158,73.99,78,70,1.54,PE,1647000842
339,Esim,4.8699,-2.2405,86.85,66,98,8.81,GH,1647000575
340,Chiredzi,-21.05,31.6667,91.22,28,51,10.07,ZW,1647000842
341,Port Alfred,-33.5906,26.891,83.08,63,2,18.37,ZA,1647000843
342,Wewak,-3.5534,143.6268,80.04,83,57,5.66,PG,1647000843
343,Plettenberg Bay,-34.0527,23.3716,83.14,58,32,8.77,ZA,1647000843
344,Burnie,-41.0667,145.9167,58.91,79,79,6.91,AU,1647000843
345,Cidreira,-30.1811,-50.2056,71.92,93,100,11.16,BR,1647000844
346,Coruripe,-10.1256,-36.1756,83.07,66,70,9.53,BR,1647000844
347,Bambous Virieux,-20.3428,57.7575,86.22,77,29,12.44,MU,1647000844
348,Portland,45.5234,-122.6762,38.95,83,75,1.99,US,1647000844
349,Likasi,-10.9814,26.7333,79.79,61,92,2.86,CD,1647000845
350,Tiarei,-17.5333,-149.3333,75.22,72,25,11.23,PF,1647000845
351,Ancud,-41.8697,-73.8203,56.23,89,5,4.83,CL,1647000845
352,Port Macquarie,-31.4333,152.9167,65.89,72,99,3.85,AU,1647000845
353,Ipixuna,-1.7625,-48.8043,75.85,91,100,2.57,BR,1647000846
354,Koster,-25.863,26.8976,79.88,37,25,6.2,ZA,1647000846
355,Nhulunbuy,-12.2333,136.7667,84.81,79,60,3.44,AU,1647000846
356,Mahébourg,-20.4081,57.7,86.25,77,30,12.12,MU,1647000846
357,Kieta,-6.2167,155.6333,79.43,76,47,2.17,PG,1647000790
358,Mount Gambier,-37.8333,140.7667,54.82,77,89,6.11,AU,1647000847
359,Guarujá,-23.9931,-46.2564,84.88,26,100,1.01,BR,1647000847
360,San Antonio,29.4241,-98.4936,64.15,84,100,6.91,US,1647000847
361,Olinda,-8.0089,-34.8553,82.13,74,75,5.75,BR,1647000848
362,Kaitangata,-46.2817,169.8464,64.04,59,59,10.83,NZ,1647000848
363,Manggar,-2.8833,108.2667,81.1,78,64,9.13,ID,1647000848
364,Aripuanã,-9.1667,-60.6333,73.74,96,98,1.07,BR,1647000848
365,Carauari,-4.8828,-66.8958,75.04,91,94,2.71,BR,1647000849
366,Porto Velho,-8.7619,-63.9039,77.05,88,20,1.14,BR,1647000849
367,Iquique,-20.2208,-70.1431,70.45,82,36,2.33,CL,1647000849
368,Yulara,-25.2406,130.9889,82.24,17,0,6.91,AU,1647000849
369,Launceston,-41.45,147.1667,59.14,87,69,8.05,AU,1647000604
370,Hithadhoo,-0.6,73.0833,83.64,56,1,5.93,MV,1647000850
371,Tacuarembó,-31.7333,-55.9833,62.02,71,54,11.12,UY,1647000850
372,Bima,-8.4667,118.7167,78.22,90,79,2.55,ID,1647000850
373,Maumere,-8.6199,122.2111,82.0,79,69,1.23,ID,1647000851
374,Mildura,-34.2,142.15,66.07,39,100,4.61,AU,1647000745
375,Ilo,-17.6394,-71.3375,71.49,87,90,5.91,PE,1647000851
376,Takaka,-40.85,172.8,66.56,94,100,6.2,NZ,1647000640
377,Porto Belo,-27.1578,-48.5531,84.09,87,100,5.39,BR,1647000852
378,Auki,-8.7676,160.7034,77.94,87,100,4.36,SB,1647000852
379,Colquechaca,-18.6667,-66.0167,35.04,83,100,3.67,BO,1647000852
380,Walvis Bay,-22.9575,14.5053,67.08,63,26,17.13,NA,1647000852
381,Mafinga,-7.25,35.0667,84.43,53,98,2.91,TZ,1647000853
382,Merauke,-8.4667,140.3333,79.29,83,99,3.13,ID,1647000853
383,Hong Kong,22.2855,114.1577,73.38,77,18,5.99,HK,1647000520
384,Ballina,-28.8667,153.5667,66.02,99,100,7.02,AU,1647000683
385,Port-Gentil,-0.7193,8.7815,80.73,83,100,12.08,GA,1647000854
386,Grand Gaube,-20.0064,57.6608,86.38,73,11,8.99,MU,1647000854
387,Kruisfontein,-34.0033,24.7314,96.15,28,4,10.49,ZA,1647000854
388,Cabedelo,-6.9811,-34.8339,84.87,63,94,13.56,BR,1647000713
389,Neuquén,-38.9516,-68.0591,62.83,40,4,6.42,AR,1647000854
390,Mount Isa,-20.7333,139.5,87.57,25,40,5.75,AU,1647000855
391,Morondava,-20.2833,44.2833,85.23,74,100,12.08,MG,1647000855
392,Margate,51.3813,1.3862,55.87,69,72,7.0,GB,1647000855
393,Quatre Cocos,-20.2078,57.7625,86.09,76,29,13.04,MU,1647000855
394,Oranjemund,-28.55,16.4333,84.25,50,15,5.97,NA,1647000856
395,Lüderitz,-26.6481,15.1594,73.81,67,0,9.66,NA,1647000856
396,Rawson,-43.3002,-65.1023,58.96,56,23,4.45,AR,1647000856
397,Broome,42.2506,-75.833,31.05,85,0,1.01,US,1647000856
398,Sola,-13.8833,167.55,82.38,73,100,7.2,VU,1647000857
399,Waipawa,-41.4122,175.5153,56.3,78,0,7.11,NZ,1647000857
400,Bahía Blanca,-38.7196,-62.2724,59.4,62,1,9.04,AR,1647000857
401,Vrede,-27.4257,29.1659,78.98,36,15,10.31,ZA,1647000857
402,Voi,-3.3945,38.563,92.86,32,76,9.89,KE,1647000858
403,Soyo,-6.1349,12.3689,85.28,72,100,6.8,AO,1647000858
404,Pujilí,-0.95,-78.6833,45.48,86,80,1.97,EC,1647000858
405,Katete,-0.7818,29.7544,75.61,52,91,3.71,UG,1647000858
406,George,-33.963,22.4617,81.72,57,47,6.29,ZA,1647000859
407,Northam,51.0333,-4.2167,51.62,92,100,14.47,GB,1647000859
408,Ambulu,-8.345,113.6058,78.19,89,99,1.74,ID,1647000859
409,Namatanai,-3.6667,152.4333,80.22,82,100,7.23,PG,1647000859
410,Angoche,-16.2325,39.9086,78.69,91,100,30.49,MZ,1647000860
411,Ponérihouen,-21.0833,165.4,79.02,81,32,3.22,NC,1647000860
412,Boyolangu,-8.1181,111.8935,77.23,91,99,0.47,ID,1647000860
413,Lano,10.1725,11.4715,98.55,12,69,5.68,NG,1647000860
414,Luanda,-8.8368,13.2343,82.96,73,99,9.82,AO,1647000861
415,Karratha,-20.7377,116.8463,87.24,61,0,13.38,AU,1647000861
416,Waingapu,-9.6567,120.2641,81.05,83,98,3.6,ID,1647000861
417,Henties Bay,-22.116,14.2845,71.56,75,7,13.11,NA,1647000861
418,Sumbawanga,-7.9667,31.6167,71.31,74,99,3.11,TZ,1647000862
419,Isangel,-19.55,169.2667,79.3,82,19,3.09,VU,1647000862
420,Takoradze,4.8845,-1.7554,87.26,67,100,11.43,GH,1647000785
421,Borba,-4.3878,-59.5939,75.97,93,99,2.15,BR,1647000863
422,Asău,46.4333,26.4,25.72,60,71,14.97,RO,1647000863
423,Upington,-28.4478,21.2561,95.29,22,79,11.59,ZA,1647000863
424,Kapiri Mposhi,-13.9652,28.6809,76.5,63,43,5.39,ZM,1647000863
425,Autazes,-3.5797,-59.1306,74.57,93,99,1.72,BR,1647000784
426,San Cristobal,7.7669,-72.225,64.58,89,71,1.36,VE,1647000864
427,Vila Velha,-20.3297,-40.2925,84.15,77,40,10.36,BR,1647000864
428,Puerto Quijarro,-17.7833,-57.7667,79.56,78,65,2.53,BO,1647000864
429,Bowen,-20.0167,148.2333,81.72,78,71,14.74,AU,1647000864
430,Lata,40.1629,-8.3327,57.07,68,98,9.4,PT,1647000865
431,Colac,-38.3333,143.5833,53.83,85,94,3.96,AU,1647000865
432,Santa Fe,-31.6333,-60.7,67.98,71,1,4.0,AR,1647000865
433,Conceição do Araguaia,-8.2578,-49.2647,74.64,93,100,4.72,BR,1647000865
434,Balfour,-26.6633,28.5902,80.96,33,34,4.27,ZA,1647000866
435,Daru,-9.0763,143.2092,79.66,86,100,4.14,PG,1647000866
436,Mutoko,-17.397,32.2268,75.33,56,94,4.99,ZW,1647000866
437,Padang,-0.9492,100.3543,82.45,87,55,3.27,ID,1647000709
438,Geraldton,-28.7667,114.6,75.61,83,59,8.05,AU,1647000773
439,Vila,42.0304,-8.1588,45.48,93,85,12.3,PT,1647000867
440,La Rioja,-29.4111,-66.8507,68.41,70,2,2.48,AR,1647000867
441,Chicama,-7.8447,-79.1469,63.14,76,91,1.59,PE,1647000867
442,Hamilton,39.1834,-84.5333,36.99,87,0,3.44,US,1647000868
443,Alofi,-19.0595,-169.9187,80.96,79,99,11.63,NU,1647000868
444,Ambovombe,-25.1667,46.0833,82.36,71,18,20.6,MG,1647000868
445,Flinders,-34.5833,150.8552,68.38,82,58,5.01,AU,1647000869
446,Reconquista,-29.15,-59.65,69.03,88,90,11.25,AR,1647000869
447,General Roca,-39.0333,-67.5833,66.61,39,7,6.93,AR,1647000869
448,Mount Hagen,-5.8581,144.2274,61.05,99,100,2.04,PG,1647000869
449,Nabire,-3.3667,135.4833,77.45,88,100,2.42,ID,1647000870
450,Caucayá,-0.1934,-74.7819,73.11,93,89,1.1,CO,1647000870
451,Souillac,-20.5167,57.5167,81.21,78,35,11.97,MU,1647000870
452,Lorengau,-2.0226,147.2712,81.57,77,100,5.55,PG,1647000770
453,Kandrian,-6.2167,149.55,78.08,88,83,4.52,PG,1647000870
454,City of San Pedro,14.35,121.0167,83.35,76,95,9.37,PH,1647000692
455,Oriximiná,-1.7656,-55.8661,76.14,89,100,2.93,BR,1647000871
456,Dolores,-36.3132,-57.6792,60.67,67,25,11.45,AR,1647000871
457,Goya,-29.14,-59.2626,68.65,89,80,8.75,AR,1647000871
458,Kirakira,-10.4544,161.9205,78.26,83,100,1.61,SB,1647000872
459,Avera,33.194,-82.5271,51.39,84,100,6.82,US,1647000872
460,Lusambo,-4.9667,23.45,98.44,33,100,0.6,CD,1647000872
461,Urucará,-2.5364,-57.76,74.03,96,100,1.52,BR,1647000873
462,Atambua,-9.1061,124.8925,75.63,89,97,3.47,ID,1647000873
463,Beloha,-25.1667,45.05,88.29,52,5,18.23,MG,1647000873
464,Maragogi,-9.0122,-35.2225,83.46,64,35,8.95,BR,1647000873
465,Melo,-32.3667,-54.1833,64.24,57,22,11.16,UY,1647000873
466,Poum,-20.2333,164.0167,81.73,76,44,17.2,NC,1647000874
467,Liwale,-9.7667,37.9333,80.31,83,86,4.21,TZ,1647000874
468,Saint-Pierre,-21.3393,55.4781,85.68,73,4,21.85,RE,1647000778
469,Salto,-31.3833,-57.9667,60.87,88,19,8.99,UY,1647000874
470,Uchiza,-8.4592,-76.4633,70.61,98,100,0.72,PE,1647000875
471,Chopinzinho,-25.8558,-52.5233,67.69,95,100,1.57,BR,1647000875
472,Te Anau,-45.4167,167.7167,55.18,91,83,8.84,NZ,1647000631
473,Santa Rosa,14.3122,121.1114,84.11,75,96,9.01,PH,1647000697
474,Matucana,-11.85,-76.4,58.37,82,98,2.08,PE,1647000875
475,Garissa,-0.4536,39.6401,97.07,28,68,5.93,KE,1647000876
476,Kiama,-34.6833,150.8667,70.0,83,55,1.99,AU,1647000876
477,Talara,-4.5772,-81.2719,74.16,73,0,12.66,PE,1647000876
478,Lavumisa,-27.31,31.892,88.0,41,72,7.11,SZ,1647000876
479,Natal,-5.795,-35.2094,84.85,74,75,12.66,BR,1647000877
480,Camargo,27.6667,-105.1667,46.44,18,3,5.73,MX,1647000877
481,Kaoma,-14.7833,24.8,74.71,81,62,6.91,ZM,1647000877
482,Port Shepstone,-30.7414,30.455,79.93,74,2,12.95,ZA,1647000877
483,Meulaboh,4.1363,96.1285,80.13,80,58,2.86,ID,1647000878
484,Port Lincoln,-34.7333,135.8667,64.31,75,5,12.5,AU,1647000878
485,Ilave,-16.0833,-69.6667,46.56,77,100,2.04,PE,1647000879
486,General Pico,-35.6566,-63.7568,59.25,59,0,6.38,AR,1647000879
487,Quelimane,-17.8786,36.8883,83.91,72,100,12.59,MZ,1647000879
488,Gizo Government Station,-8.103,156.8419,82.99,73,55,6.51,SB,1647000879
489,Ascension,30.2169,-90.9001,61.0,93,100,3.44,US,1647000880
490,Óbidos,-1.9175,-55.5181,74.61,93,100,2.15,BR,1647000881
491,Richards Bay,-28.783,32.0377,83.39,57,12,9.78,ZA,1647000881
492,Labuhan,-6.8844,112.2051,81.14,82,89,8.12,ID,1647000881
493,Buala,-8.145,159.5921,79.68,83,100,4.59,SB,1647000881
494,São José da Coroa Grande,-8.8978,-35.1478,83.44,64,34,8.68,BR,1647000882
495,Srandakan,-7.9386,110.2506,79.83,85,70,4.47,ID,1647000811
496,Ampanihy,-24.7,44.75,94.89,36,4,18.23,MG,1647000882
497,Mocuba,-16.8392,36.9856,74.43,96,100,8.72,MZ,1647000882
498,Mareeba,-17.0,145.4333,77.72,94,92,3.6,AU,1647000883
499,Três Passos,-27.4556,-53.9319,68.05,99,100,1.59,BR,1647000883
500,Rafaela,-31.2503,-61.4867,66.97,65,0,1.01,AR,1647000883
501,Matara,5.9485,80.5353,82.53,73,64,6.8,LK,1647000603
502,Kasongo-Lunda,-6.4667,16.8167,89.42,48,100,2.55,CD,1647000883
503,Letlhakane,-21.4167,25.5833,88.21,24,49,16.28,BW,1647000884
504,Kiunga,-6.1219,141.2906,73.56,98,99,2.24,PG,1647000884
505,Karasburg,-28.0167,18.75,86.56,33,92,13.94,NA,1647000611
506,Mtwara,-10.2667,40.1833,82.6,80,100,11.56,TZ,1647000884
507,Kupang,-10.1667,123.5833,79.3,87,83,4.94,ID,1647000885
508,Harper,4.375,-7.7169,84.38,74,100,6.89,LR,1647000885
509,Planaltina,-15.4528,-47.6142,74.3,64,75,4.05,BR,1647000885
510,Russell,32.3502,-85.1999,60.08,89,100,3.44,US,1647000885
511,Paita,-5.0892,-81.1144,73.38,76,95,5.44,PE,1647000886
512,Yeppoon,-23.1333,150.7333,78.58,82,57,18.37,AU,1647000886
513,Maputo,-25.9653,32.5892,84.88,55,34,14.61,MZ,1647000887
514,Mmabatho,-25.85,25.6333,83.14,38,27,8.75,ZA,1647000887
515,Mbinga,-10.9333,35.0167,72.32,69,100,1.5,TZ,1647000887
516,Piaçabuçu,-10.4056,-36.4344,83.61,64,61,8.79,BR,1647000888
517,Chulucanas,-5.0925,-80.1625,75.43,70,87,0.54,PE,1647000888
518,Popondetta,-8.7537,148.2534,75.47,86,96,2.71,PG,1647000888
519,Kaeo,-35.1,173.7833,65.32,89,50,4.52,NZ,1647000658
520,Iaciara,-14.0958,-46.6317,78.08,67,48,1.86,BR,1647000888
521,Thinadhoo,0.5333,72.9333,83.41,65,1,5.23,MV,1647000778
522,Omboué,-1.5746,9.2618,80.1,80,100,4.72,GA,1647000889
523,Micheweni,-4.9667,39.8333,85.21,62,82,12.62,TZ,1647000889
524,Emerald,-23.5333,148.1667,78.35,71,39,20.07,AU,1647000780
525,San Joaquin,37.9333,-121.3011,46.33,50,0,3.44,US,1647000890
526,Japura,-0.3167,102.35,76.78,95,96,2.19,ID,1647000890
527,San Miguel de Tucumán,-26.8241,-65.2226,66.2,94,75,4.61,AR,1647000890
528,Barreiros,-8.8183,-35.1864,84.13,61,39,8.05,BR,1647000765
529,Bendigo,-36.7667,144.2833,58.86,43,68,8.01,AU,1647000682
530,Roebourne,-20.7833,117.1333,87.51,60,0,14.47,AU,1647000891
531,Pimentel,-6.8367,-79.9342,68.29,83,20,1.14,PE,1647000891
532,Luwingu,-10.2621,29.9271,76.12,68,91,1.41,ZM,1647000891
533,Dunedin,-45.8742,170.5036,63.9,62,91,8.37,NZ,1647000638
534,Biak,-0.9131,122.8766,79.56,83,82,3.98,ID,1647000892
535,Barra do Bugres,-15.0725,-57.1811,77.77,82,81,3.76,BR,1647000892
536,Broken Hill,-31.95,141.4333,69.06,26,56,11.27,AU,1647000892
537,Malacacheta,-17.8422,-42.0767,69.04,90,96,2.53,BR,1647000892
538,Southbridge,42.0751,-72.0334,33.22,96,11,1.99,US,1647000893
539,Kyabram,-36.3167,145.05,62.87,64,42,13.29,AU,1647000893
